date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:58	867/867	---MCZ	200	added ('OK')	text/plain	etag:W/%22cacheable:b69c8771c70ce914bcc66023ddda839c%22	https://leroymerlim.shop/robots.txt		(from )
20:54:59	261658/261658	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:0e6c51790d1681b3b1b254f2ed4fc156%22	https://leroymerlim.shop/	C:/Users/rodrigues/Documents/leroy/leroy/leroymerlim.shop/index.html	(from )
20:54:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2023:55:53%20GMT	http://leroymerlim.shop/cdn/shop/files/logo_1_2_96x96.png?v=1758584401	C:/Users/rodrigues/Documents/leroy/leroy/leroymerlim.shop/cdn/shop/files/logo_1_2_96x96.0ed70.delayed	(from https://leroymerlim.shop/)
20:54:59	4960/4960	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Sep%202025%2023:42:13%20GMT	https://leroymerlim.shop/cdn/shop/files/logo_1_2_96x96.png?v=1758584401	C:/Users/rodrigues/Documents/leroy/leroy/leroymerlim.shop/cdn/shop/files/logo_1_2_96x96ed70.png	(from https://leroymerlim.shop/)
20:55:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2023:55:53%20GMT	http://leroymerlim.shop/cdn/shop/t/13/assets/theme.css?v=35228628370693899601758323529	C:/Users/rodrigues/Documents/leroy/leroy/leroymerlim.shop/cdn/shop/t/13/assets/theme6a80.css	(from https://leroymerlim.shop/)
20:55:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2023:55:54%20GMT	http://leroymerlim.shop/cdn/fonts/poppins/poppins_n4.0ba78fa5af9b0e1a374041b3ceaadf0a43b41362.woff2?h1=ZWhpN2ZoLXZzLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGVyb3ltZXJsaW0uc2hvcA&hmac=4420b0dfc6a81d366b94065c56c6f3dac3b415e5c503de712d7c5ff5cb8774e2	C:/Users/rodrigues/Documents/leroy/leroy/leroymerlim.shop/cdn/fonts/poppins/poppins_n4.0ba78fa5af9b0e1a374041b3ceaadf0a43b413626f9c.woff2	(from https://leroymerlim.shop/)
20:55:00	280534/280534	---MCZ	200	added ('OK')	text/css	date:Fri,%2019%20Sep%202025%2023:12:29%20GMT	https://leroymerlim.shop/cdn/shop/t/13/assets/theme.css?v=35228628370693899601758323529	C:/Users/rodrigues/Documents/leroy/leroy/leroymerlim.shop/cdn/shop/t/13/assets/theme6a80.css	(from https://leroymerlim.shop/)
20:55:00	9716/9716	---M--	200	added ('OK')	font/woff2	date:Tue,%2012%20Aug%202025%2006:00:12%20GMT	https://leroymerlim.shop/cdn/fonts/poppins/poppins_n4.0ba78fa5af9b0e1a374041b3ceaadf0a43b41362.woff2?h1=ZWhpN2ZoLXZzLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGVyb3ltZXJsaW0uc2hvcA&hmac=4420b0dfc6a81d366b94065c56c6f3dac3b415e5c503de712d7c5ff5cb8774e2	C:/Users/rodrigues/Documents/leroy/leroy/leroymerlim.shop/cdn/fonts/poppins/poppins_n4.0ba78fa5af9b0e1a374041b3ceaadf0a43b413626f9c.woff2	(from https://leroymerlim.shop/)
20:55:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2023:55:54%20GMT	http://leroymerlim.shop/cdn/fonts/roboto/roboto_n4.2019d890f07b1852f56ce63ba45b2db45d852cba.woff2?h1=ZWhpN2ZoLXZzLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGVyb3ltZXJsaW0uc2hvcA&hmac=7d2ac8b08d91a0a7a1e55c5b5ff56907f52591ad7fde3ae0b91b13e5b7003281	C:/Users/rodrigues/Documents/leroy/leroy/leroymerlim.shop/cdn/fonts/roboto/roboto_n4.2019d890f07b1852f56ce63ba45b2db45d852cbaa6df.woff2	(from https://leroymerlim.shop/)
20:55:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2023:55:55%20GMT	http://leroymerlim.shop/cdn/shop/t/13/assets/font-theme-star.woff2?v=176977276741202493121758323528	C:/Users/rodrigues/Documents/leroy/leroy/leroymerlim.shop/cdn/shop/t/13/assets/font-theme-star1fba.woff2	(from https://leroymerlim.shop/)
